Bol013510  locus=Scaffold000186:638570:640502:+,Bol013529  locus=Scaffold000186:1065017:1068365:-,Bol032439  locus=Scaffold000049:1879260:1882517:+,Bol013506  locus=Scaffold000186:520742:522331:-
Bol013511  locus=Scaffold000186:672188:675974:-,Bol005222  locus=Scaffold000305:459330:462394:+,Bol013506  locus=Scaffold000186:520742:522331:-,Bol032445  locus=Scaffold000049:1914497:1917135:+
Bol013512  locus=Scaffold000186:676980:678298:-,Bol005225  locus=Scaffold000305:511216:512998:+,Bol032445  locus=Scaffold000049:1914497:1917135:+,Bol013511  locus=Scaffold000186:672188:675974:-
Bol013513  locus=Scaffold000186:679935:682167:-,Bol005226  locus=Scaffold000305:516040:516648:-,Bol013511  locus=Scaffold000186:672188:675974:-,Bol013512  locus=Scaffold000186:676980:678298:-
Bol013527  locus=Scaffold000186:1024580:1024921:+,Bol023888  locus=Scaffold000096:48532:49702:+,Bol013512  locus=Scaffold000186:676980:678298:-,Bol013513  locus=Scaffold000186:679935:682167:-
Bol013528  locus=Scaffold000186:1063333:1064451:+,Bol023890  locus=Scaffold000096:64020:66120:+,Bol013513  locus=Scaffold000186:679935:682167:-,Bol032450  locus=Scaffold000049:1969090:1969620:+
Bol013529  locus=Scaffold000186:1065017:1068365:-,Bol023891  locus=Scaffold000096:66662:68209:+,Bol032450  locus=Scaffold000049:1969090:1969620:+,Bol032451  locus=Scaffold000049:1975963:1978506:-
Bol005212  locus=Scaffold000305:169294:170114:-,Bol023893  locus=Scaffold000096:84958:86749:-,Bol032451  locus=Scaffold000049:1975963:1978506:-,Bol032456  locus=Scaffold000049:1995866:2000040:+
Bol005222  locus=Scaffold000305:459330:462394:+,Bol023894  locus=Scaffold000096:105979:107356:-,Bol032456  locus=Scaffold000049:1995866:2000040:+,Bol032458  locus=Scaffold000049:2002918:2004704:-
Bol005224  locus=Scaffold000305:493197:495238:-,Bol023895  locus=Scaffold000096:145659:146198:+,Bol032458  locus=Scaffold000049:2002918:2004704:-,Bol032462  locus=Scaffold000049:2024232:2027849:+
Bol005225  locus=Scaffold000305:511216:512998:+,Bol023897  locus=Scaffold000096:157569:158065:-,Bol032462  locus=Scaffold000049:2024232:2027849:+,Bol013528  locus=Scaffold000186:1063333:1064451:+
Bol005226  locus=Scaffold000305:516040:516648:-,Bol023900  locus=Scaffold000096:171867:172853:+,Bol013528  locus=Scaffold000186:1063333:1064451:+,Bol013529  locus=Scaffold000186:1065017:1068365:-
Bol023885  locus=Scaffold000096:12318:14218:+,Bol023901  locus=Scaffold000096:179410:180809:-,Bol013529  locus=Scaffold000186:1065017:1068365:-,Bol032465  locus=Scaffold000049:2047688:2050500:+
Bol023888  locus=Scaffold000096:48532:49702:+,Bol023902  locus=Scaffold000096:188312:189283:-,Bol032465  locus=Scaffold000049:2047688:2050500:+,Bol032467  locus=Scaffold000049:2057465:2058340:+
Bol023890  locus=Scaffold000096:64020:66120:+,Bol023903  locus=Scaffold000096:208577:209807:-,Bol032467  locus=Scaffold000049:2057465:2058340:+,Bol032470  locus=Scaffold000049:2086711:2088284:+
Bol023891  locus=Scaffold000096:66662:68209:+,Bol023904  locus=Scaffold000096:210730:212195:+,Bol032470  locus=Scaffold000049:2086711:2088284:+,Bol032471  locus=Scaffold000049:2088929:2089918:-
Bol023893  locus=Scaffold000096:84958:86749:-,Bol023905  locus=Scaffold000096:213268:214586:+,Bol032471  locus=Scaffold000049:2088929:2089918:-,Bol032476  locus=Scaffold000049:2106342:2106911:+
Bol023894  locus=Scaffold000096:105979:107356:-,Bol023906  locus=Scaffold000096:229285:230561:+,Bol032476  locus=Scaffold000049:2106342:2106911:+,Bol005222  locus=Scaffold000305:459330:462394:+
Bol023895  locus=Scaffold000096:145659:146198:+,Bol023908  locus=Scaffold000096:240308:241904:-,Bol005222  locus=Scaffold000305:459330:462394:+,Bol032477  locus=Scaffold000049:2109502:2109972:+
Bol023897  locus=Scaffold000096:157569:158065:-,Bol023910  locus=Scaffold000096:255434:256363:-,Bol032477  locus=Scaffold000049:2109502:2109972:+,Bol032478  locus=Scaffold000049:2114498:2114895:-
Bol023900  locus=Scaffold000096:171867:172853:+,Bol023911  locus=Scaffold000096:267323:268018:-,Bol032478  locus=Scaffold000049:2114498:2114895:-,Bol032479  locus=Scaffold000049:2117225:2118328:-
Bol023901  locus=Scaffold000096:179410:180809:-,Bol023915  locus=Scaffold000096:298958:299317:-,Bol032479  locus=Scaffold000049:2117225:2118328:-,Bol032480  locus=Scaffold000049:2135584:2136114:+
Bol023902  locus=Scaffold000096:188312:189283:-,Bol023916  locus=Scaffold000096:311443:312944:-,Bol032480  locus=Scaffold000049:2135584:2136114:+,Bol032481  locus=Scaffold000049:2142590:2143797:+
Bol023903  locus=Scaffold000096:208577:209807:-,Bol023918  locus=Scaffold000096:333715:334949:+,Bol032481  locus=Scaffold000049:2142590:2143797:+,Bol032485  locus=Scaffold000049:2174042:2174698:+
Bol023904  locus=Scaffold000096:210730:212195:+,Bol023919  locus=Scaffold000096:336231:338363:-,Bol023885  locus=Scaffold000096:12318:14218:+,Bol032486  locus=Scaffold000049:2193046:2195145:+
Bol023905  locus=Scaffold000096:213268:214586:+,Bol023920  locus=Scaffold000096:340803:341744:-,Bol032485  locus=Scaffold000049:2174042:2174698:+,Bol032488  locus=Scaffold000049:2201148:2202138:-
Bol023906  locus=Scaffold000096:229285:230561:+,Bol023922  locus=Scaffold000096:372435:375193:+,Bol032486  locus=Scaffold000049:2193046:2195145:+,Bol023893  locus=Scaffold000096:84958:86749:-
Bol023908  locus=Scaffold000096:240308:241904:-,Bol023923  locus=Scaffold000096:378604:379513:-,Bol032488  locus=Scaffold000049:2201148:2202138:-,Bol023894  locus=Scaffold000096:105979:107356:-
Bol023910  locus=Scaffold000096:255434:256363:-,Bol023929  locus=Scaffold000096:445840:448523:-,Bol023893  locus=Scaffold000096:84958:86749:-,Bol023897  locus=Scaffold000096:157569:158065:-
Bol023911  locus=Scaffold000096:267323:268018:-,Bol023930  locus=Scaffold000096:450995:454183:-,Bol023894  locus=Scaffold000096:105979:107356:-,Bol023901  locus=Scaffold000096:179410:180809:-
Bol023915  locus=Scaffold000096:298958:299317:-,Bol023933  locus=Scaffold000096:461104:462079:-,Bol023897  locus=Scaffold000096:157569:158065:-,Bol023902  locus=Scaffold000096:188312:189283:-
Bol023916  locus=Scaffold000096:311443:312944:-,Bol023939  locus=Scaffold000096:505661:508558:-,Bol023901  locus=Scaffold000096:179410:180809:-,Bol023903  locus=Scaffold000096:208577:209807:-
Bol023918  locus=Scaffold000096:333715:334949:+,Bol023941  locus=Scaffold000096:514878:515896:-,Bol023902  locus=Scaffold000096:188312:189283:-,Bol023904  locus=Scaffold000096:210730:212195:+
Bol023919  locus=Scaffold000096:336231:338363:-,Bol023942  locus=Scaffold000096:516432:518246:+,Bol023903  locus=Scaffold000096:208577:209807:-,Bol023906  locus=Scaffold000096:229285:230561:+
Bol023920  locus=Scaffold000096:340803:341744:-,Bol023943  locus=Scaffold000096:518472:520063:-,Bol023904  locus=Scaffold000096:210730:212195:+,Bol007423  locus=Scaffold000261:208834:209574:+
Bol023922  locus=Scaffold000096:372435:375193:+,Bol023946  locus=Scaffold000096:536342:539321:-,Bol023906  locus=Scaffold000096:229285:230561:+,Bol023910  locus=Scaffold000096:255434:256363:-
Bol023923  locus=Scaffold000096:378604:379513:-,Bol023949  locus=Scaffold000096:556183:558056:+,Bol007423  locus=Scaffold000261:208834:209574:+,Bol023911  locus=Scaffold000096:267323:268018:-
Bol023929  locus=Scaffold000096:445840:448523:-,Bol023952  locus=Scaffold000096:594198:595341:-,Bol023910  locus=Scaffold000096:255434:256363:-,Bol023915  locus=Scaffold000096:298958:299317:-
Bol023930  locus=Scaffold000096:450995:454183:-,Bol023953  locus=Scaffold000096:610117:612235:-,Bol023911  locus=Scaffold000096:267323:268018:-,Bol023916  locus=Scaffold000096:311443:312944:-
Bol023933  locus=Scaffold000096:461104:462079:-,Bol023954  locus=Scaffold000096:616982:619982:+,Bol023915  locus=Scaffold000096:298958:299317:-,Bol023918  locus=Scaffold000096:333715:334949:+
Bol023939  locus=Scaffold000096:505661:508558:-,Bol023955  locus=Scaffold000096:620212:621365:+,Bol023916  locus=Scaffold000096:311443:312944:-,Bol023919  locus=Scaffold000096:336231:338363:-
Bol023941  locus=Scaffold000096:514878:515896:-,Bol023958  locus=Scaffold000096:642277:643316:-,Bol023918  locus=Scaffold000096:333715:334949:+,Bol023920  locus=Scaffold000096:340803:341744:-
Bol023942  locus=Scaffold000096:516432:518246:+,Bol023959  locus=Scaffold000096:658483:659457:-,Bol023919  locus=Scaffold000096:336231:338363:-,Bol023922  locus=Scaffold000096:372435:375193:+
Bol023943  locus=Scaffold000096:518472:520063:-,Bol023961  locus=Scaffold000096:690361:692385:+,Bol023920  locus=Scaffold000096:340803:341744:-,Bol023923  locus=Scaffold000096:378604:379513:-
Bol023946  locus=Scaffold000096:536342:539321:-,Bol023965  locus=Scaffold000096:708124:709957:-,Bol023922  locus=Scaffold000096:372435:375193:+,Bol007439  locus=Scaffold000261:448450:449695:-
Bol023949  locus=Scaffold000096:556183:558056:+,Bol023968  locus=Scaffold000096:749815:751501:-,Bol023923  locus=Scaffold000096:378604:379513:-,Bol007441  locus=Scaffold000261:475155:477507:+
Bol023952  locus=Scaffold000096:594198:595341:-,Bol023969  locus=Scaffold000096:752791:757742:+,Bol007439  locus=Scaffold000261:448450:449695:-,Bol007446  locus=Scaffold000261:511524:515438:+
Bol023953  locus=Scaffold000096:610117:612235:-,Bol023976  locus=Scaffold000096:806436:809567:+,Bol007441  locus=Scaffold000261:475155:477507:+,Bol023933  locus=Scaffold000096:461104:462079:-
Bol023954  locus=Scaffold000096:616982:619982:+,Bol023977  locus=Scaffold000096:812959:814376:+,Bol007446  locus=Scaffold000261:511524:515438:+,Bol007449  locus=Scaffold000261:545228:547139:-
Bol023955  locus=Scaffold000096:620212:621365:+,Bol023980  locus=Scaffold000096:835046:836263:+,Bol023933  locus=Scaffold000096:461104:462079:-,Bol023939  locus=Scaffold000096:505661:508558:-
Bol023958  locus=Scaffold000096:642277:643316:-,Bol023982  locus=Scaffold000096:850812:851243:-,Bol007449  locus=Scaffold000261:545228:547139:-,Bol023941  locus=Scaffold000096:514878:515896:-
Bol023959  locus=Scaffold000096:658483:659457:-,Bol023988  locus=Scaffold000096:896191:898888:-,Bol023939  locus=Scaffold000096:505661:508558:-,Bol023942  locus=Scaffold000096:516432:518246:+
Bol023961  locus=Scaffold000096:690361:692385:+,Bol023989  locus=Scaffold000096:902914:904511:-,Bol023941  locus=Scaffold000096:514878:515896:-,Bol023943  locus=Scaffold000096:518472:520063:-
Bol023965  locus=Scaffold000096:708124:709957:-,Bol023991  locus=Scaffold000096:943184:944155:+,Bol023942  locus=Scaffold000096:516432:518246:+,Bol023946  locus=Scaffold000096:536342:539321:-
Bol023968  locus=Scaffold000096:749815:751501:-,Bol023992  locus=Scaffold000096:960445:960783:+,Bol023943  locus=Scaffold000096:518472:520063:-,Bol023949  locus=Scaffold000096:556183:558056:+
Bol023969  locus=Scaffold000096:752791:757742:+,Bol023995  locus=Scaffold000096:1012041:1012770:+,Bol023946  locus=Scaffold000096:536342:539321:-,Bol023952  locus=Scaffold000096:594198:595341:-
Bol023976  locus=Scaffold000096:806436:809567:+,Bol023997  locus=Scaffold000096:1043295:1048163:+,Bol023949  locus=Scaffold000096:556183:558056:+,Bol023953  locus=Scaffold000096:610117:612235:-
Bol023977  locus=Scaffold000096:812959:814376:+,Bol023998  locus=Scaffold000096:1048340:1052576:-,Bol023952  locus=Scaffold000096:594198:595341:-,Bol023954  locus=Scaffold000096:616982:619982:+
Bol023979  locus=Scaffold000096:827673:828497:+,Bol024001  locus=Scaffold000096:1087674:1088455:-,Bol023953  locus=Scaffold000096:610117:612235:-,Bol023958  locus=Scaffold000096:642277:643316:-
Bol023980  locus=Scaffold000096:835046:836263:+,Bol024002  locus=Scaffold000096:1090906:1091910:-,Bol023954  locus=Scaffold000096:616982:619982:+,Bol023959  locus=Scaffold000096:658483:659457:-
Bol023981  locus=Scaffold000096:841587:842723:+,Bol024004  locus=Scaffold000096:1097611:1098203:+,Bol023958  locus=Scaffold000096:642277:643316:-,Bol023961  locus=Scaffold000096:690361:692385:+
Bol023982  locus=Scaffold000096:850812:851243:-,Bol024005  locus=Scaffold000096:1099996:1103276:-,Bol023959  locus=Scaffold000096:658483:659457:-,Bol023965  locus=Scaffold000096:708124:709957:-
Bol023984  locus=Scaffold000096:863091:864404:+,Bol024007  locus=Scaffold000096:1112110:1113970:-,Bol023961  locus=Scaffold000096:690361:692385:+,Bol023969  locus=Scaffold000096:752791:757742:+
Bol023988  locus=Scaffold000096:896191:898888:-,Bol024008  locus=Scaffold000096:1114703:1116026:+,Bol023965  locus=Scaffold000096:708124:709957:-,Bol005375  locus=Scaffold000300:84546:85175:+
Bol023989  locus=Scaffold000096:902914:904511:-,Bol024010  locus=Scaffold000096:1118066:1118893:+,Bol023969  locus=Scaffold000096:752791:757742:+,Bol005376  locus=Scaffold000300:86546:87983:-
Bol023991  locus=Scaffold000096:943184:944155:+,Bol024011  locus=Scaffold000096:1119288:1119902:-,Bol005375  locus=Scaffold000300:84546:85175:+,Bol005377  locus=Scaffold000300:89283:90169:+
Bol023992  locus=Scaffold000096:960445:960783:+,Bol024012  locus=Scaffold000096:1127118:1130619:-,Bol005376  locus=Scaffold000300:86546:87983:-,Bol023976  locus=Scaffold000096:806436:809567:+
Bol023994  locus=Scaffold000096:1007627:1011273:+,Bol024015  locus=Scaffold000096:1174285:1178182:+,Bol005377  locus=Scaffold000300:89283:90169:+,Bol005378  locus=Scaffold000300:96788:102137:+
Bol023995  locus=Scaffold000096:1012041:1012770:+,Bol024019  locus=Scaffold000096:1202068:1202998:+,Bol023976  locus=Scaffold000096:806436:809567:+,Bol005379  locus=Scaffold000300:102625:103460:-
Bol023996  locus=Scaffold000096:1023652:1025297:-,Bol024025  locus=Scaffold000096:1279598:1280680:-,Bol005378  locus=Scaffold000300:96788:102137:+,Bol005383  locus=Scaffold000300:125912:127217:+
Bol023997  locus=Scaffold000096:1043295:1048163:+,Bol024026  locus=Scaffold000096:1296595:1298164:+,Bol005379  locus=Scaffold000300:102625:103460:-,Bol023982  locus=Scaffold000096:850812:851243:-
Bol023998  locus=Scaffold000096:1048340:1052576:-,Bol024029  locus=Scaffold000096:1316197:1317099:-,Bol005383  locus=Scaffold000300:125912:127217:+,Bol005385  locus=Scaffold000300:136103:138272:-
Bol024001  locus=Scaffold000096:1087674:1088455:-,Bol024030  locus=Scaffold000096:1327222:1327650:+,Bol023982  locus=Scaffold000096:850812:851243:-,Bol005386  locus=Scaffold000300:138848:141398:+
Bol024002  locus=Scaffold000096:1090906:1091910:-,Bol024034  locus=Scaffold000096:1354701:1358443:-,Bol005385  locus=Scaffold000300:136103:138272:-,Bol005388  locus=Scaffold000300:191096:194787:+
Bol024004  locus=Scaffold000096:1097611:1098203:+,Bol024041  locus=Scaffold000096:1415286:1416002:+,Bol023984  locus=Scaffold000096:863091:864404:+,Bol005389  locus=Scaffold000300:195033:197783:-
Bol024005  locus=Scaffold000096:1099996:1103276:-,Bol024044  locus=Scaffold000096:1441736:1442512:-,Bol005386  locus=Scaffold000300:138848:141398:+,Bol023988  locus=Scaffold000096:896191:898888:-
Bol024007  locus=Scaffold000096:1112110:1113970:-,Bol024049  locus=Scaffold000096:1468372:1469682:+,Bol005388  locus=Scaffold000300:191096:194787:+,Bol023989  locus=Scaffold000096:902914:904511:-
Bol024008  locus=Scaffold000096:1114703:1116026:+,Bol024050  locus=Scaffold000096:1470470:1472280:-,Bol005389  locus=Scaffold000300:195033:197783:-,Bol005392  locus=Scaffold000300:202103:204122:+
Bol024010  locus=Scaffold000096:1118066:1118893:+,Bol024051  locus=Scaffold000096:1481348:1482343:-,Bol023988  locus=Scaffold000096:896191:898888:-,Bol023991  locus=Scaffold000096:943184:944155:+
Bol024011  locus=Scaffold000096:1119288:1119902:-,Bol024054  locus=Scaffold000096:1494049:1495616:-,Bol023989  locus=Scaffold000096:902914:904511:-,Bol023992  locus=Scaffold000096:960445:960783:+
Bol024012  locus=Scaffold000096:1127118:1130619:-,Bol024055  locus=Scaffold000096:1502794:1503540:-,Bol005392  locus=Scaffold000300:202103:204122:+,Bol023995  locus=Scaffold000096:1012041:1012770:+
Bol024015  locus=Scaffold000096:1174285:1178182:+,Bol024056  locus=Scaffold000096:1508334:1510003:+,Bol023991  locus=Scaffold000096:943184:944155:+,Bol005399  locus=Scaffold000300:329803:331315:+
Bol024019  locus=Scaffold000096:1202068:1202998:+,Bol024057  locus=Scaffold000096:1511511:1513266:-,Bol023992  locus=Scaffold000096:960445:960783:+,Bol005400  locus=Scaffold000300:354515:356945:+
Bol024025  locus=Scaffold000096:1279598:1280680:-,Bol024062  locus=Scaffold000096:1524703:1525674:+,Bol023994  locus=Scaffold000096:1007627:1011273:+,Bol005401  locus=Scaffold000300:367885:368385:+
Bol024026  locus=Scaffold000096:1296595:1298164:+,Bol024063  locus=Scaffold000096:1535477:1537449:-,Bol023995  locus=Scaffold000096:1012041:1012770:+,Bol005402  locus=Scaffold000300:388058:389999:+
Bol024029  locus=Scaffold000096:1316197:1317099:-,Bol024065  locus=Scaffold000096:1545870:1548063:-,Bol005399  locus=Scaffold000300:329803:331315:+,Bol024002  locus=Scaffold000096:1090906:1091910:-
Bol024030  locus=Scaffold000096:1327222:1327650:+,Bol024067  locus=Scaffold000096:1553899:1559179:+,Bol005400  locus=Scaffold000300:354515:356945:+,Bol005405  locus=Scaffold000300:398057:399311:+
Bol024034  locus=Scaffold000096:1354701:1358443:-,Bol024068  locus=Scaffold000096:1559632:1561088:+,Bol005401  locus=Scaffold000300:367885:368385:+,Bol024004  locus=Scaffold000096:1097611:1098203:+
Bol024041  locus=Scaffold000096:1415286:1416002:+,Bol024070  locus=Scaffold000096:1567392:1570104:+,Bol005402  locus=Scaffold000300:388058:389999:+,Bol005406  locus=Scaffold000300:431359:433472:-
Bol024044  locus=Scaffold000096:1441736:1442512:-,Bol024071  locus=Scaffold000096:1586426:1589209:-,Bol024002  locus=Scaffold000096:1090906:1091910:-,Bol005411  locus=Scaffold000300:501485:504341:+
Bol024049  locus=Scaffold000096:1468372:1469682:+,Bol024073  locus=Scaffold000096:1599611:1603072:-,Bol005405  locus=Scaffold000300:398057:399311:+,Bol005412  locus=Scaffold000300:504823:505218:-
Bol024050  locus=Scaffold000096:1470470:1472280:-,Bol024074  locus=Scaffold000096:1603489:1606042:-,Bol024004  locus=Scaffold000096:1097611:1098203:+,Bol024012  locus=Scaffold000096:1127118:1130619:-
Bol024051  locus=Scaffold000096:1481348:1482343:-,Bol024075  locus=Scaffold000096:1609128:1610488:-,Bol005406  locus=Scaffold000300:431359:433472:-,Bol005415  locus=Scaffold000300:554725:558668:-
Bol024054  locus=Scaffold000096:1494049:1495616:-,Bol024076  locus=Scaffold000096:1611815:1613185:+,Bol005411  locus=Scaffold000300:501485:504341:+,Bol024015  locus=Scaffold000096:1174285:1178182:+
Bol024055  locus=Scaffold000096:1502794:1503540:-,Bol024080  locus=Scaffold000096:1625394:1628654:+,Bol005412  locus=Scaffold000300:504823:505218:-,Bol026085  locus=Scaffold000084:15967:17219:+
Bol024056  locus=Scaffold000096:1508334:1510003:+,Bol024858  locus=Scaffold000090:59086:60637:-,Bol024012  locus=Scaffold000096:1127118:1130619:-,Bol026088  locus=Scaffold000084:34104:35726:+
Bol024057  locus=Scaffold000096:1511511:1513266:-,Bol024868  locus=Scaffold000090:335268:337434:+,Bol005415  locus=Scaffold000300:554725:558668:-,Bol024025  locus=Scaffold000096:1279598:1280680:-
Bol024059  locus=Scaffold000096:1519861:1520196:-,Bol024889  locus=Scaffold000090:618143:619855:+,Bol024015  locus=Scaffold000096:1174285:1178182:+,Bol024026  locus=Scaffold000096:1296595:1298164:+
Bol024061  locus=Scaffold000096:1523236:1524144:-,Bol024891  locus=Scaffold000090:647237:648307:-,Bol026085  locus=Scaffold000084:15967:17219:+,Bol026098  locus=Scaffold000084:90668:91517:-
Bol024062  locus=Scaffold000096:1524703:1525674:+,Bol024892  locus=Scaffold000090:648665:649569:-,Bol026088  locus=Scaffold000084:34104:35726:+,Bol026099  locus=Scaffold000084:101569:103480:+
Bol024063  locus=Scaffold000096:1535477:1537449:-,Bol024893  locus=Scaffold000090:653521:655038:-,Bol024025  locus=Scaffold000096:1279598:1280680:-,Bol026101  locus=Scaffold000084:114038:115338:-
Bol024065  locus=Scaffold000096:1545870:1548063:-,Bol024894  locus=Scaffold000090:659046:660464:-,Bol024026  locus=Scaffold000096:1296595:1298164:+,Bol026102  locus=Scaffold000084:118540:119534:-
Bol024067  locus=Scaffold000096:1553899:1559179:+,Bol024903  locus=Scaffold000090:763695:764372:+,Bol026093  locus=Scaffold000084:50923:52198:-,Bol026107  locus=Scaffold000084:145266:147984:-
Bol024068  locus=Scaffold000096:1559632:1561088:+,Bol024904  locus=Scaffold000090:764895:765584:-,Bol026098  locus=Scaffold000084:90668:91517:-,Bol024044  locus=Scaffold000096:1441736:1442512:-
Bol024070  locus=Scaffold000096:1567392:1570104:+,Bol024911  locus=Scaffold000090:854010:858171:-,Bol026099  locus=Scaffold000084:101569:103480:+,Bol026114  locus=Scaffold000084:318129:318716:-
Bol024071  locus=Scaffold000096:1586426:1589209:-,Bol024912  locus=Scaffold000090:870028:879641:+,Bol026101  locus=Scaffold000084:114038:115338:-,Bol026117  locus=Scaffold000084:344925:346417:+
Bol024073  locus=Scaffold000096:1599611:1603072:-,Bol024913  locus=Scaffold000090:882012:886468:+,Bol026102  locus=Scaffold000084:118540:119534:-,Bol024054  locus=Scaffold000096:1494049:1495616:-
Bol024074  locus=Scaffold000096:1603489:1606042:-,Bol024915  locus=Scaffold000090:894574:900815:-,Bol026107  locus=Scaffold000084:145266:147984:-,Bol024056  locus=Scaffold000096:1508334:1510003:+
